correct_tick;human_selector_sent;human_selector_received;human_selector_mssg_json;human_sent;human_received;human_mssg_json;machine_sent;machine_received;machine_mssg_json;victim_sent;victim_received;victim_mssg_json;gravitygod_sent;gravitygod_received;gravitygod_mssg_json;rewardgod_sent;rewardgod_received;rewardgod_mssg_json;ontologygod_sent;ontologygod_received;ontologygod_mssg_json;robot_sent;robot_received;robot_mssg_json;world_nr;tick_nr
1211;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""3d2f7d68318f2c131e90526069fa4af4""}";1;1212
1212;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""f52d173e51f7ab4e08040842fc8366e5""}";1;1213
1213;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""8a1dd89da90ef36c464114fd43fbeb79""}";1;1214
1214;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""9b74626ee9a7a8773ee3266695ad0294""}";1;1215
1215;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""11bcd5e75ae4f5ecc6107b4293df277d""}";1;1216
1216;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""6b2f4c5645f819b38f8a74f489010157""}";1;1217
1217;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""4ebcf9cceb3da5451f11fd8f1a240293""}";1;1218
1218;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""c3e40ebf6f43fba7bd60dc160ebd6e4c""}";1;1219
1219;{'past_action': ['Stand still', ['Left side of field']]};I will stop following the Collaboration Pattern Robot break large rock at the top;"{""content"": {""past_action"": [""Stand still"", [""Left side of field""]]}, ""from_id"": ""human_selector"", ""to_id"": ""robot"", ""message_id"": ""e7f49a46d8ec729ba6289734b0f1798d""}";;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;{'past_action': ['Stand still', ['Left side of field']]};"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""1a4d248c3af11cab6675e6fe24bdba7f""}";1;1220
1220;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""c54b2011e290f5273f40a496be08538d""}";1;1221
1221;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""120bc5cceddbe77ee5d69dd4729b9aad""}";1;1222
1222;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""dce195ebe5074857723a8738e8eeee28""}";1;1223
1223;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""a3563269d2c1a0333b8f714f0eb98474""}";1;1224
1224;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""2c1ef1ff9b6650b670dbb7c0cbc74065""}";1;1225
1225;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""7760d5099f816b70e08e1ec565e7c53b""}";1;1226
1226;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""ebf0fcc6ea2d226d24a4d3210b57d900""}";1;1227
1227;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""dbbf0585599c331a8ee986a07219a02c""}";1;1228
1228;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""23d91f00fbcbc4c1812b464c8c823514""}";1;1229
1229;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""62bce3e75dad8badf706c3bbd4ff6f7c""}";1;1230
1230;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""c9d71c90d383bcf20f4009d99ca29dac""}";1;1231
1231;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""1c70760d5bc8db00dfef50f345c2a3a3""}";1;1232
1232;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""af1c1d93a77d19c8498bacb15aba4829""}";1;1233
1233;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""abee5a351ba261f416a8ab0f26f990f7""}";1;1234
1234;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""19e1c63597aab46a02f8ff25c7a66a""}";1;1235
1235;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""77f8b71dc2427e6451aadd6dd869744a""}";1;1236
1236;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""cc158e7ad206418b0570c1cbbbd2bdbd""}";1;1237
1237;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""cab2025dd5fec4cc13cf7b10ccd39074""}";1;1238
1238;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""dcaa57ba8b44a3504479962a39df00d0""}";1;1239
1239;{'past_action': ['Stand still', ['Left side of field']]};I will stop following the Collaboration Pattern Robot break large rock at the top;"{""content"": {""past_action"": [""Stand still"", [""Left side of field""]]}, ""from_id"": ""human_selector"", ""to_id"": ""robot"", ""message_id"": ""2514bd3446430308448ae19b74b01e2a""}";;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;{'past_action': ['Stand still', ['Left side of field']]};"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""a3bf77397aa60becd462a0cb9dfc4eb6""}";1;1240
1240;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""a055dd450c5c69c8ac93e0714a244f63""}";1;1241
1241;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""17e0e9717cbdc43247d06141981b1453""}";1;1242
1242;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""c01e860cbdd9f5ec5c878d83b66a6cc4""}";1;1243
1243;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""80f915bad9122d0f0ea95bdf1eeae228""}";1;1244
1244;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""af6819f7938e6ac698bc21bc0c19fad4""}";1;1245
1245;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""52f08be936a2170e38dcf49c53a001c3""}";1;1246
1246;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""d45c0f42685bb9bfa51fd3c4249cca9""}";1;1247
1247;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""7a0b208ab5a1ce943ad71aba43ff395f""}";1;1248
1248;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""fb27a67998c94512a61ff320addce82f""}";1;1249
1249;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;;I will stop following the Collaboration Pattern Robot break large rock at the top;;I will stop following the Collaboration Pattern Robot break large rock at the top;;"{""content"": ""I will stop following the Collaboration Pattern Robot break large rock at the top"", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""bdb08a010c04fd6902675f5939720512""}";1;1250
1250;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;I will now follow the Collaboration Pattern Robot break large rock at the top.;;"{""content"": ""I will now follow the Collaboration Pattern Robot break large rock at the top."", ""from_id"": ""robot"", ""to_id"": ""ontologygod"", ""message_id"": ""646e4f672781f32ff0fee394ca5c8adf""}";1;1251
